"EPCI_CODE","EPCI","NATURE","REG_CODE","DEPT_CODE"
"246900625","Communauté de communes du Pays de l'Arbresle (CCPA)","Communauté de communes","84","69"
"246900724","Communauté de communes des Vallons du Lyonnais (CCVL)","Communauté de communes","84","69"
"246900740","Communauté de communes du Pays Mornantais (COPAMO)","Communauté de communes","84","69"
"246900757","Communauté de communes de la Vallée du Garon (CCVG)","Communauté de communes","84","69"
"246900765","Communauté de communes du Pays de l'Ozon","Communauté de communes","84","69"
"247000011","Communauté d'agglomération de Vesoul","Communauté d'agglomération","27","70"
"247000367","Communauté de communes des Combes","Communauté de communes","27","70"
"247000623","Communauté de communes des Quatre Rivières","Communauté de communes","27","70"
"247000664","Communauté de communes du Pays de Lure","Communauté de communes","27","70"
"247000698","Communauté de communes des Monts de Gy","Communauté de communes","27","70"
"247000706","Communauté de communes du Pays Riolais","Communauté de communes","27","70"
"247000714","Communauté de communes du Pays de Villersexel","Communauté de communes","27","25-70"
"247000722","Communauté de communes du Pays d'Héricourt","Communauté de communes","27","25-70"
"247000755","Communauté de communes du Pays de Luxeuil","Communauté de communes","27","70"
"247000821","Communauté de communes Rahin et Chérimont","Communauté de communes","27","70"
"247000854","Communauté de communes des 1000 étangs","Communauté de communes","27","70"
"247100290","Communauté urbaine Le Creusot Montceau-les-Mines","Communauté urbaine","27","71"
"247100589","Communauté d'agglomération Le Grand Chalon","Communauté d'agglomération","27","71"
"247100639","Communauté de communes de Marcigny","Communauté de communes","27","71"
"247100647","Communauté de communes Bresse Nord Intercom'","Communauté de communes","27","71"
"247103765","Communauté de communes Entre Saône et Grosne","Communauté de communes","27","71"
"247103864","Communauté de communes de Semur-en-Brionnais","Communauté de communes","27","71"
"247104094","Communauté de communes Sud Côte Chalonnaise","Communauté de communes","27","71"
"247200090","Communauté de communes du Pays Sabolien","Communauté de communes","52","53-72"
"247200132","Communauté urbaine Le Mans Métropole","Communauté urbaine","52","72"
"247200348","Communauté de communes du Pays Fléchois","Communauté de communes","52","72"
"247200421","Communauté de communes du Sud Est Manceau","Communauté de communes","52","72"
"247200447","Communauté de communes Orée de Bercé - Belinois","Communauté de communes","52","72"
"247200629","Communauté de communes du Val de Sarthe","Communauté de communes","52","72"
"247200686","Communauté de communes du Perche Emeraude","Communauté de communes","52","72"
"247300015","Communauté de communes des Vallées d'Aigueblanche","Communauté de communes","84","73"
"247300254","Communauté de communes de Haute-Tarentaise","Communauté de communes","84","73"
"247300262","Communauté de communes de Yenne","Communauté de communes","84","73"
"247300361","Communauté de communes du Canton de La Chambre","Communauté de communes","84","73"
"247300452","Communauté de communes Maurienne Galibier","Communauté de communes","84","73"
"247300528","Communauté de communes Val Guiers","Communauté de communes","84","73"
"247300668","Communauté de communes du Lac d'Aiguebelette (CCLA)","Communauté de communes","84","73"
"247300676","Communauté de communes Porte de Maurienne","Communauté de communes","84","73"
"247300817","Communauté de communes Les Versants d'Aime","Communauté de communes","84","73"
"247400047","Communauté de communes de la Vallée Verte","Communauté de communes","84","74"
"247400112","Communauté de communes du Pays de Cruseilles","Communauté de communes","84","74"
"247400567","Communauté de communes Fier et Usses","Communauté de communes","84","74"
"247400583","Communauté de communes Arve et Salève","Communauté de communes","84","74"
"247400617","Communauté de communes des Vallées de Thônes","Communauté de communes","84","74"
"247400666","Communauté de communes des Quatre Rivières","Communauté de communes","84","74"
"247400682","Communauté de communes du Haut-Chablais","Communauté de communes","84","74"
"247400690","Communauté de communes du Genevois","Communauté de communes","84","74"
"247400724","Communauté de communes du Pays Rochois","Communauté de communes","84","74"
"247400740","Communauté de communes Rumilly Terre de Savoie","Communauté de communes","84","74"
"247400773","Communauté de communes des Sources du Lac d'Annecy","Communauté de communes","84","74"
"247600505","Communauté de communes Campagne-de-Caux","Communauté de communes","28","76"
"247600588","Communauté de communes des Villes Soeurs","Communauté de communes","28-32","76-80"
"247600604","Communauté de communes de Londinières","Communauté de communes","28","76"
"247600620","Communauté de communes Yvetot Normandie","Communauté de communes","28","76"
"247600646","Communauté de communes Caux - Austreberthe","Communauté de communes","28","76"
"247600729","Communauté de communes Falaises du Talou","Communauté de communes","28","76"
"247600786","Communauté d'agglomération de la Région Dieppoise","Communauté d'agglomération","28","76"
"247700032","Communauté de communes Moret Seine et Loing","Communauté de communes","11","77"
"247700057","Communauté d'agglomération Melun Val de Seine","Communauté d'agglomération","11","77"
"247700065","Communauté de communes du Pays de l'Ourcq","Communauté de communes","11","77"
"247700107","Communauté de communes Pays de Montereau","Communauté de communes","11","77"
"247700339","Communauté d'agglomération Val d'Europe Agglomération","Communauté d'agglomération","11","77"
"247700594","Communauté d'agglomération Marne et Gondoire","Communauté d'agglomération","11","77"
"247700644","Communauté de communes l'Orée de la Brie","Communauté de communes","11","77-91"
"247700701","Communauté de communes Brie Nangissienne","Communauté de communes","11","77"
"247800550","Communauté de communes du Pays Houdanais (CCPH)","Communauté de communes","11-24","28-78"
"247800584","Communauté d'agglomération Versailles Grand Parc (CAVGP)","Communauté d'agglomération","11","78-91"
"247800618","Communauté de communes Coeur d'Yvelines","Communauté de communes","11","78"
"247900798","Communauté de communes du Thouarsais","Communauté de communes","75","79"
"248000499","Communauté de communes du Val de Somme","Communauté de communes","32","80"
"248000531","Communauté d'agglomération Amiens Métropole","Communauté d'agglomération","32","80"
"248000747","Communauté de communes du Pays du Coquelicot","Communauté de communes","32","80"
"248100158","Communauté de communes du Sor et de l'Agout","Communauté de communes","76","81"
"248100430","Communauté d'agglomération de Castres Mazamet","Communauté d'agglomération","76","81"
"248100497","Communauté de communes Val 81","Communauté de communes","76","81"
"248100737","Communauté d'agglomération de l'Albigeois (C2A)","Communauté d'agglomération","76","81"
"248100745","Communauté de communes Thoré Montagne Noire","Communauté de communes","76","81"
"248200016","Communauté de communes des Deux Rives","Communauté de communes","75-76","32-47-82"
"248200057","Communauté de communes du Quercy Caussadais","Communauté de communes","76","82"
"248200065","Communauté de communes de la Lomagne Tarn-et-Garonnaise","Communauté de communes","76","82"
"248200099","Communauté d'agglomération Grand Montauban","Communauté d'agglomération","76","82"
"248200107","Communauté de communes du Quercy Rouergue et des Gorges de l'Aveyron","Communauté de communes","76","81-82"
"248300394","Communauté d'agglomération Sud Sainte Baume","Communauté d'agglomération","93","83"
"248300410","Communauté de communes de la Vallée du Gapeau","Communauté de communes","93","83"
"248300493","Communauté d'agglomération Dracénie Provence Verdon Agglomération","Communauté d'agglomération","93","83"
"248300543","Métropole Toulon-Provence-Méditerranée","Métropole","93","83"
"248300550","Communauté de communes Coeur du Var","Communauté de communes","93","83"
"248400053","Communauté d'agglomération Ventoux-Comtat-Venaissin (COVE)","Communauté d'agglomération","93","84"
"248400160","Communauté de communes Aygues-Ouvèze en Provence (CCAOP)","Communauté de communes","93","84"
"248400236","Communauté de communes Pays d'Orange en Provence","Communauté de communes","93","84"
"248400251","Communauté d'agglomération du Grand Avignon (COGA)","Communauté d'agglomération","76-93","30-84"
"248400285","Communauté de communes Sud Luberon","Communauté de communes","93","84"
"248400293","Communauté d'agglomération des Sorgues du Comtat","Communauté d'agglomération","93","84"
"248400319","Communauté de communes du Pays des Sorgues et des Monts de Vaucluse","Communauté de communes","93","84"
"248400335","Communauté de communes Vaison Ventoux","Communauté de communes","84-93","26-84"
"248500191","Communauté de communes de l'Île de Noirmoutier","Communauté de communes","52","85"
"248500258","Communauté de communes Océan Marais de Monts","Communauté de communes","52","85"
"248500340","Communauté de communes Pays de Chantonnay","Communauté de communes","52","85"
"248500415","Communauté de communes du Pays de la Châtaigneraie","Communauté de communes","52","85"
"248500464","Communauté de communes du Pays de Pouzauges","Communauté de communes","52","85"
"248500530","Communauté de communes du Pays des Achards","Communauté de communes","52","85"
"248500563","Communauté de communes Vendée, Sèvre, Autise","Communauté de communes","52","85"
"248500589","Communauté d'agglomération La Roche-sur-Yon Agglomération","Communauté d'agglomération","52","85"
"248500621","Communauté de communes du Pays des Herbiers","Communauté de communes","52","85"
"248500662","Communauté de communes du Pays de Mortagne","Communauté de communes","52","85"
"248600413","Communauté d'agglomération Grand Châtellerault","Communauté d'agglomération","75","86"
"248600447","Communauté de communes du Pays Loudunais","Communauté de communes","75","86"
"248700189","Communauté de communes du Pays de Saint-Yrieix","Communauté de communes","75","19-87"
"248719262","Communauté de communes Gartempe - Saint-Pardoux","Communauté de communes","75","87"
"248719288","Communauté de communes du Val de Vienne","Communauté de communes","75","87"
"248719312","Communauté urbaine Limoges Métropole","Communauté urbaine","75","87"
"248719338","Communauté de communes Briance-Combade","Communauté de communes","75","87"
"248719353","Communauté de communes des Portes de Vassivière","Communauté de communes","75","87"
"248719361","Communauté de communes de Noblat","Communauté de communes","75","87"
"248900334","Communauté d'agglomération du Grand Sénonais","Communauté d'agglomération","27","89"
"248900383","Communauté de communes de l'Agglomération Migennoise","Communauté de communes","27","89"
"248900524","Communauté de communes de l'Aillantais en Bourgogne","Communauté de communes","27","89"
"248900664","Communauté de communes de la Vanne et du Pays d'Othe","Communauté de communes","27","89"
"248900748","Communauté de communes du Gâtinais en Bourgogne","Communauté de communes","27","89"
"248900896","Communauté de communes Yonne Nord","Communauté de communes","27","89"
"248900938","Communauté de communes du Jovinien","Communauté de communes","27","89"
"249000241","Communauté de communes du Sud Territoire","Communauté de communes","27","90"
"249100074","Communauté de communes du Pays de Limours (CCPL)","Communauté de communes","11","91"
"249100157","Communauté de communes des Deux Vallées","Communauté de communes","11","91"
"249100546","Communauté de communes du Val d'Essonne (CCVE)","Communauté de communes","11","91"
"249100553","Communauté de communes Entre Juine et Renarde (CCEJR)","Communauté de communes","11","91"
"249100595","Communauté de communes Le Dourdannais en Hurepoix (CCDH)","Communauté de communes","11","91"
"249500109","Communauté d'agglomération de Cergy-Pontoise","Communauté d'agglomération","11","78-95"
"249500430","Communauté de communes Sausseron Impressionnistes","Communauté de communes","11","95"
"249500455","Communauté de communes de la Vallée de l'Oise et des Trois Forêts","Communauté de communes","11","95"
"249500489","Communauté de communes du Haut Val d'Oise","Communauté de communes","11","95"
"249500513","Communauté de communes du Vexin-Val de Seine","Communauté de communes","11","95"
"249710047","Communauté de communes de Marie-Galante","Communauté de communes","01","971"
"249710062","Communauté d'agglomération du Nord Basse-Terre","Communauté d'agglomération","01","971"
"249710070","Communauté d'agglomération Grand Sud Caraïbe","Communauté d'agglomération","01","971"
"249720053","Communauté d'agglomération de l'Espace Sud de la Martinique","Communauté d'agglomération","02","972"
"249720061","Communauté d'agglomération du Centre de la Martinique","Communauté d'agglomération","02","972"
"249730037","Communauté de communes de l'Ouest Guyanais","Communauté de communes","03","973"
"249730045","Communauté d'agglomération du Centre Littoral","Communauté d'agglomération","03","973"
"249730052","Communauté de communes de l'Est Guyanais","Communauté de communes","03","973"
"249740077","Communauté d'agglomération CIVIS (Communauté Intercommunale des Villes Solidaires)","Communauté d'agglomération","04","974"
"249740085","Communauté d'agglomération du Sud","Communauté d'agglomération","04","974"
"249740093","Communauté d'agglomération Intercommunale de la Réunion Est (CIREST)","Communauté d'agglomération","04","974"
"249740101","Communauté d'agglomération Territoire de la Côte Ouest (TCO)","Communauté d'agglomération","04","974"
"249740119","Communauté d'agglomération Intercommunale du Nord de la Réunion (CINOR)","Communauté d'agglomération","04","974"
"992367730","Thionville Fensch Agglomération","Communauté d'agglomération","44","57"
"994579670","Communauté de communes du Lévézou","Communauté de communes","76","12"
