"EPCI_CODE","EPCI","NATURE","REG_CODE","DEPT_CODE"
"200067049","Communauté de communes Spelunca-Liamone","Communauté de communes","94","2A"
"200067064","Communauté de communes Decazeville Communauté","Communauté de communes","76","12"
"200067072","Communauté de communes Haut-Léon Communauté","Communauté de communes","53","29"
"200067080","Communauté de communes Chablis Villages et Terroirs","Communauté de communes","27","89"
"200067106","Communauté d'agglomération du Pays Basque","Communauté d'agglomération","75","64"
"200067114","Communauté d'agglomération de l'Auxerrois","Communauté d'agglomération","27","89"
"200067122","Communauté de communes du Pays de Lafrançaise","Communauté de communes","76","82"
"200067130","Communauté de communes de Puisaye-Forterre","Communauté de communes","27","58-89"
"200067155","Communauté de communes Saint Affricain, Roquefort, Sept Vallons","Communauté de communes","76","12"
"200067163","Communauté de communes Monts, Rance et Rougier","Communauté de communes","76","12"
"200067171","Communauté de communes Aubrac Carladez Viadène","Communauté de communes","76","12"
"200067189","Creuse Sud Ouest","Communauté de communes","75","23"
"200067197","Communauté de communes Monts d'Arrée Communauté","Communauté de communes","53","29"
"200067205","Communauté d'agglomération du Cotentin","Communauté d'agglomération","28","50"
"200067213","Communauté urbaine du Grand Reims","Communauté urbaine","44","51"
"200067239","Communauté de communes des Luys en Béarn","Communauté de communes","75","64"
"200067247","Communauté de communes Pleyben-Châteaulin-Porzay","Communauté de communes","53","29"
"200067254","Communauté d'agglomération Pau Béarn Pyrénées","Communauté d'agglomération","75","64"
"200067262","Communauté de communes du Haut Béarn","Communauté de communes","75","64"
"200067288","Communauté de communes du Béarn des Gaves","Communauté de communes","75","64"
"200067296","Communauté de communes du Nord Est Béarn","Communauté de communes","75","64"
"200067304","Communauté de communes Serein et Armance","Communauté de communes","27","89"
"200067320","Communauté de communes Serre-Ponçon Val d'Avance","Communauté de communes","93","04-05"
"200067346","Communauté d'agglomération Pornic Agglo Pays de Retz","Communauté d'agglomération","52","44"
"200067361","Communauté de communes Grand-Figeac","Communauté de communes","76","12-46"
"200067379","Communauté de communes Côtes de Champagne et Val de Saulx","Communauté de communes","44","51"
"200067429","Communauté de communes Haut Nivernais-Val d'Yonne","Communauté de communes","27","58-89"
"200067437","Communauté d'agglomération Provence-Alpes-Agglomération","Communauté d'agglomération","93","04"
"200067445","Communauté de communes Buëch-Dévoluy","Communauté de communes","93","05"
"200067452","Communauté de communes du Guillestrois et du Queyras","Communauté de communes","93","05"
"200067460","Communauté de communes Loudéac Communauté - Bretagne Centre","Communauté de communes","53","22"
"200067478","Communauté de communes Comtal Lot et Truyère","Communauté de communes","76","12"
"200067486","Communauté de communes Bouzonvillois-Trois Frontières","Communauté de communes","44","57"
"200067502","Communauté d'agglomération Saint-Avold Synergie","Communauté d'agglomération","44","57"
"200067544","Creuse Confluence","Communauté de communes","75","23"
"200067551","Communauté d'agglomération Thonon Agglomération","Communauté d'agglomération","84","74"
"200067593","Communauté de communes Marche et Combraille en Aquitaine","Communauté de communes","75","23"
"200067627","Communauté de communes Billom Communauté","Communauté de communes","84","63"
"200067635","Communauté d'agglomération Clisson Sèvre et Maine Agglo","Communauté d'agglomération","52","44"
"200067643","Communauté de communes Meurthe Mortagne Moselle","Communauté de communes","44","54"
"200067650","Communauté de communes Houve-Pays Boulageois","Communauté de communes","44","57"
"200067668","Communauté de communes de la Cléry, du Betz et de l'Ouanne","Communauté de communes","24-27","45-89"
"200067676","Communauté de communes Canaux et Forêts en Gâtinais","Communauté de communes","24","45"
"200067684","Communauté d'agglomération Épernay, Coteaux et Plaine de Champagne","Communauté d'agglomération","44","51"
"200067692","Communauté de communes Tannay-Brinon-Corbigny","Communauté de communes","27","58"
"200067700","Communauté de communes Sud Nivernais","Communauté de communes","27","58"
"200067742","Communauté de communes Serre-Ponçon","Communauté de communes","93","04-05"
"200067759","Communauté de communes Vallées et Plateau d'Ardenne","Communauté de communes","44","08"
"200067767","Communauté de communes du Royans-Vercors","Communauté de communes","84","26"
"200067783","Communauté de communes de Hanau-La Petite Pierre","Communauté de communes","44","67"
"200067791","Communauté d'agglomération L'agglo Foix-Varilhes","Communauté d'agglomération","76","09"
"200067817","Communauté de communes Saône-Beaujolais","Communauté de communes","84","69"
"200067825","Communauté d'agglomération Gap-Tallard-Durance","Communauté d'agglomération","93","04-05"
"200067841","Communauté de communes de l'Alsace Bossue","Communauté de communes","44","67"
"200067866","Communauté de communes Sèvre et Loire","Communauté de communes","52","44"
"200067874","Communauté d'agglomération de Haguenau","Communauté d'agglomération","44","67"
"200067882","Communauté de communes Bazois Loire Morvan","Communauté de communes","27","58"
"200067890","Communauté de communes Morvan Sommets et Grands Lacs","Communauté de communes","27","58"
"200067908","Communauté de communes Amognes Coeur du Nivernais","Communauté de communes","27","58"
"200067916","Communauté de communes Coeur de Loire","Communauté de communes","27","58"
"200067924","Communauté de communes du Canton d'Erstein","Communauté de communes","44","67"
"200067932","Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération","Communauté d'agglomération","53","56"
"200067940","Communauté de communes Couserans-Pyrénées","Communauté de communes","76","09"
"200067957","Communauté de communes Haut Chemin-Pays de Pange","Communauté de communes","44","57"
"200067965","Communauté d'agglomération de la Région de Compiègne et de la Basse Automne","Communauté d'agglomération","32","60"
"200067973","Communauté de communes Thelloise","Communauté de communes","32","60"
"200067981","Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat","Communauté d'agglomération","53","22"
"200067999","Communauté d'agglomération du Beauvaisis","Communauté d'agglomération","32","60"
"200068005","Communauté de communes de l'Oise Picarde","Communauté de communes","32","60"
"200068047","Communauté d'agglomération Creil Sud Oise","Communauté d'agglomération","32","60"
"200068070","Communauté de communes Loue-Lison","Communauté de communes","27","25"
"200068088","Communauté de communes Les Bertranges","Communauté de communes","24-27","18-58"
"200068096","Communauté de communes Champsaur-Valgaudemar","Communauté de communes","93","05"
"200068104","Communauté d'agglomération de la Provence Verte","Communauté d'agglomération","93","83"
"200068112","Communauté de communes du Pays de Saverne","Communauté de communes","44","67"
"200068120","Communauté d'agglomération Quimper Bretagne Occidentale","Communauté d'agglomération","53","29"
"200068146","Communauté de communes Sarrebourg Moselle Sud","Communauté de communes","44","57"
"200068229","Communauté de communes des Baronnies en Drôme Provençale","Communauté de communes","84","26"
"200068278","Communauté de communes Berry Loire Puisaye","Communauté de communes","24","45"
"200068294","Communauté de communes des Deux Vallées Vertes","Communauté de communes","27","25"
"200068369","Communauté de communes de Mirecourt Dompaire","Communauté de communes","44","88"
"200068377","Communauté de communes de la Porte des Vosges Méridionales","Communauté de communes","44","88"
"200068435","Communauté de communes Coeur du Perche","Communauté de communes","28","61"
"200068443","Communauté de communes Andaine - Passais","Communauté de communes","28","61"
"200068450","Communauté de communes Terres d'Argentan Interco","Communauté de communes","28","61"
"200068468","Communauté de communes des Pays de L'Aigle","Communauté de communes","28","61"
"200068484","Communauté de communes des Causses à l'Aubrac","Communauté de communes","76","12"
"200068500","Communauté d'agglomération de Cambrai","Communauté d'agglomération","32","59"
"200068534","Communauté de communes Terroir de Caux","Communauté de communes","28","76"
"200068542","Communauté de communes Les Balcons du Dauphiné","Communauté de communes","84","38"
"200068559","Communauté de communes de l'Ouest Vosgien","Communauté de communes","44","52-88"
"200068567","Communauté de communes Les Vals du Dauphiné","Communauté de communes","84","38"
"200068625","Communauté de communes Alpes-Provence-Verdon - Sources de Lumière","Communauté de communes","93","04"
"200068641","Communauté d'agglomération Le Muretain Agglo","Communauté d'agglomération","76","31"
"200068658","Communauté d'agglomération de Chaumont","Communauté d'agglomération","44","52"
"200068666","Communauté d'agglomération Grand Saint-Dizier, Der et Vallées","Communauté d'agglomération","44","51-52"
"200068674","Communauté d'agglomération Grand Lac","Communauté d'agglomération","84","73"
"200068682","Communauté de communes Terre d'Eau","Communauté de communes","44","88"
"200068757","Communauté d'agglomération d'Épinal","Communauté d'agglomération","44","88"
"200068765","Communauté de communes du Sisteronais-Buëch","Communauté de communes","84-93","04-05-26"
"200068773","Communauté de communes des Vosges côté Sud Ouest","Communauté de communes","44","88"
"200068781","Communauté d'agglomération Valence Romans Agglo","Communauté d'agglomération","84","26"
"200068799","Communauté de communes Intercom de la Vire au Noireau","Communauté de communes","28","14"
"200068807","Communauté de communes du Bassin Auterivain Haut-Garonnais","Communauté de communes","76","31"
"200068815","Communauté de communes Coeur de Garonne","Communauté de communes","76","31"
"200068831","Communauté de communes Pays Ségali Communauté","Communauté de communes","76","12"
"200068856","Communauté de communes des Hauts du Perche","Communauté de communes","28","61"
"200068864","Communauté de communes de la Mossig et du Vignoble","Communauté de communes","44","67"
"200068872","Communauté de communes Éguzon - Argenton - Vallée de la Creuse","Communauté de communes","24","36"
"200068880","Communauté de communes Champagne Boischauts","Communauté de communes","24","36"
"200068914","Communauté de communes La Rochefoucauld porte du Périgord","Communauté de communes","75","16"
"200068922","Communauté de communes du Confluent et des Coteaux de Prayssas","Communauté de communes","75","47"
"200068930","Communauté de communes Fumel Vallée du Lot","Communauté de communes","75","47"
"200068948","Communauté de communes Albret Communauté","Communauté de communes","75","47"
"200068955","Communauté de communes Anjou Loir et Sarthe","Communauté de communes","52","49"
"200068963","Communauté de communes Maine Coeur de Sarthe","Communauté de communes","52","72"
"200068989","Communauté d'agglomération Dinan Agglomération","Communauté d'agglomération","53","22"
"200068997","Communauté d'agglomération Arlysère","Communauté d'agglomération","84","73"
"200069003","Communauté de communes du Barséquanais en Champagne","Communauté de communes","44","10"
"200069029","Communauté d'agglomération des Deux Baies en Montreuillois","Communauté d'agglomération","32","62"
"200069037","Communauté d'agglomération du Pays de Saint-Omer","Communauté d'agglomération","32","62"
"200069052","Communauté d'agglomération Grand Belfort","Communauté d'agglomération","27","90"
"200069060","Communauté de communes des Vosges du Sud","Communauté de communes","27","90"
"200069086","Communauté de communes Leff Armor Communauté","Communauté de communes","53","22"
"200069094","Communauté de communes Isle et Crempse en Périgord","Communauté de communes","75","24"
"200069102","Communauté de communes Randon - Margeride","Communauté de communes","76","48"
"200069110","Communauté d'agglomération du Grand Chambéry","Communauté d'agglomération","84","73"
"200069128","Communauté de communes Mont Lozère","Communauté de communes","76","30-48"
"200069136","Communauté de communes des Cévennes au Mont Lozère","Communauté de communes","76","48"
"200069144","Communauté de communes des Hautes Terres de l'Aubrac","Communauté de communes","76","48"
"200069151","Communauté de communes Gorges Causses Cévennes","Communauté de communes","76","48"
"200069169","Communauté de communes Dômes Sancy Artense","Communauté de communes","84","63"
"200069177","Communauté de communes Mond'Arverne Communauté","Communauté de communes","84","63"
"200069185","Communauté de communes des Terres d'Apcher-Margeride-Aubrac","Communauté de communes","76","48"
"200069193","Communauté de communes de la Dombes","Communauté de communes","84","01"
"200069227","Communauté de communes Pays Fort Sancerrois Val de Loire","Communauté de communes","24","18"
"200069235","Communauté de communes du Haut Pays du Montreuillois","Communauté de communes","32","62"
"200069250","Communauté d'agglomération Troyes Champagne Métropole","Communauté d'agglomération","44","10"
"200069268","Aubrac Lot Causses Tarn","Communauté de communes","76","48"
"200069300","Communauté d'agglomération Tarbes-Lourdes-Pyrénées","Communauté d'agglomération","76","65"
"200069383","Communauté de communes Ouest Aveyron Communauté","Communauté de communes","76","12-46"
"200069391","Communauté d'agglomération Lamballe Terre et Mer","Communauté d'agglomération","53","22"
"200069409","Communauté d'agglomération Saint-Brieuc Armor Agglomération","Communauté d'agglomération","53","22"
"200069417","Communauté de communes Pays d'Orthe et Arrigans","Communauté de communes","75","40"
"200069425","Communauté d'agglomération Mont-Saint-Michel-Normandie","Communauté d'agglomération","28","50"
"200069433","Communauté de communes de Vezouze en Piémont","Communauté de communes","44","54"
"200069441","Communauté de communes du Pays de Bitche","Communauté de communes","44","57"
"200069458","Communauté de communes des Vallées d'Auge et du Merlerault","Communauté de communes","28","61"
"200069482","Communauté de communes des Campagnes de l'Artois","Communauté de communes","32","62"
"200069516","Communauté de communes Seulles Terre et Mer","Communauté de communes","28","14"
"200069524","Communauté de communes Pré-Bocage Intercom","Communauté de communes","28","14"
"200069532","Communauté d'agglomération Lisieux Normandie","Communauté d'agglomération","28","14"
"200069540","Communauté de communes Norge et Tille","Communauté de communes","27","21"
"200069565","Communauté de communes des Lacs et Montagnes du Haut-Doubs","Communauté de communes","27","25"
"200069581","Communauté de communes Convergence Garonne","Communauté de communes","75","33"
"200069599","Communauté de communes rurales de l'Entre-Deux-Mers","Communauté de communes","75","33"
"200069615","Communauté de communes Bresse Haute Seille","Communauté de communes","27","39"
"200069623","Communauté de communes Champagnole Nozeroy Jura","Communauté de communes","27","39"
"200069631","Communauté de communes Terres de Chalosse","Communauté de communes","75","40"
"200069649","Communauté de communes Chalosse Tursan","Communauté de communes","75","40"
"200069656","Communauté de communes Coeur Haute Lande","Communauté de communes","75","40"
"200069664","Communauté de communes Meuse Rognon","Communauté de communes","44","52"
"200069672","Communauté de communes du Ternois","Communauté de communes","32","62-80"
"200069698","Communauté de communes Mâconnais - Tournugeois","Communauté de communes","27","71"
"200069722","Communauté de communes interrégionale Aumale - Blangy-sur-Bresle","Communauté de communes","28-32","76-80"
"200069730","Communauté de communes des Quatre Rivières en Bray","Communauté de communes","28","27-76"
"200069748","Communauté de communes Val de Gâtine","Communauté de communes","75","79"
"200069755","Communauté de communes Mellois en Poitou","Communauté de communes","75","79"
"200069763","Communauté de communes du Haut-Poitou","Communauté de communes","75","86"
"200069821","Communauté d'agglomération Fécamp Caux Littoral Agglomération","Communauté d'agglomération","28","76"
"200069839","Communauté de communes de la Côte d'Albâtre","Communauté de communes","28","76"
"200069847","Communauté de communes Plateau de Caux","Communauté de communes","28","76"
"200069854","Communauté urbaine du Grand Poitiers","Communauté urbaine","75","86"
"200069912","Communauté de communes des Forêts du Perche","Communauté de communes","24","28"
"200069953","Communauté de communes des Portes Euréliennes d'Île-de-France","Communauté de communes","24","28"
"200069961","Communauté de communes du Grand Châteaudun","Communauté de communes","24","28"
"200069995","Communauté de communes Médoc Coeur de Presqu'île","Communauté de communes","75","33"
"200070035","Communauté de communes du Civraisien en Poitou","Communauté de communes","75","86"
"200070043","Communauté de communes Vienne et Gartempe","Communauté de communes","75","86"
"200070068","Communauté de communes Communauté Bray-Eawy","Communauté de communes","28","76"
"200070092","Communauté d'agglomération du Libournais","Communauté d'agglomération","75","33"
"200070100","Communauté de communes du Val de Sully","Communauté de communes","24","45"
"200070118","Communauté de communes Val de Saône Centre","Communauté de communes","84","01"
"200070126","Communauté de communes Seine et Aube","Communauté de communes","44","10"
"200070142","Communauté de communes Lyons Andelle","Communauté de communes","28","27"
"200070159","Communauté de communes Coeur de Beauce","Communauté de communes","24","28"
"200070167","Communauté de communes Terres de Perche","Communauté de communes","24","28"
"200070183","Communauté de communes des Terres du Val de Loire","Communauté de communes","24","41-45"
"200070233","Communauté d'agglomération Terres de Montaigu","Communauté d'agglomération","52","85"
"200070282","Communauté de communes Lavalette Tude Dronne","Communauté de communes","75","16"
"200070290","Communauté de communes Coeur du Pays Haut","Communauté de communes","44","54-55"
"200070308","Communauté d'agglomération Mâconnais Beaujolais Agglomération","Communauté d'agglomération","27-84","01-71"
"200070316","Communauté de communes Entre Arroux, Loire et Somme","Communauté de communes","27","71"
"200070324","Communauté de communes du Territoire de Lunéville à Baccarat","Communauté de communes","44","54"
"200070332","Communauté de communes des Savoir-Faire","Communauté de communes","27-44","52-70"
"200070340","Communauté de communes Haute Maurienne Vanoise","Communauté de communes","84","73"
"200070365","Communauté de communes Corbières Salanque Méditerranée","Communauté de communes","76","11-66"
"200070373","Communauté de communes Loir-Lucé-Bercé","Communauté de communes","52","72"
"200070407","Communauté d'agglomération Agglo Pays d'Issoire","Communauté d'agglomération","84","63"
"200070431","Communauté de communes Saint-Marcellin Vercors Isère Communauté","Communauté de communes","84","38"
"200070449","Communauté de communes Inter-Caux-Vexin","Communauté de communes","28","76"
"200070464","Communauté de communes Coeur de Maurienne Arvan","Communauté de communes","84","73"
"200070506","Communauté de communes Pays de Nexon Monts de Chalus","Communauté de communes","75","87"
"200070514","Communauté d'agglomération du Grand Cognac","Communauté d'agglomération","75","16"
"200070530","Communauté de communes du Grand Autunois Morvan","Communauté de communes","27","71"
"200070548","Communauté de communes Brionnais Sud Bourgogne","Communauté de communes","27","71"
"200070555","Communauté de communes de la Veyle","Communauté de communes","84","01"
"200070563","Communauté de communes Terres Touloises","Communauté de communes","44","54"
"200070571","Communauté de communes Coeur de Berry","Communauté de communes","24","18"
"200070589","Communauté de communes de Seille et Grand Couronné","Communauté de communes","44","54"
"200070647","Communauté d'agglomération Bergeracoise","Communauté d'agglomération","75","24"
"200070662","Communauté de communes Bretagne porte de Loire Communauté","Communauté de communes","53","35"
"200070670","Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel","Communauté de communes","53","35"
"200070688","Communauté de communes Couesnon Marches de Bretagne","Communauté de communes","53","35"
"200070712","Communauté de communes Thiers Dore et Montagne","Communauté de communes","84","63"
"200070720","Communauté de communes Médoc Atlantique","Communauté de communes","75","33"
"200070738","Communauté de communes Mad et Moselle","Communauté de communes","44","54-57"
"200070746","Communauté d'agglomération Sarreguemines Confluences","Communauté d'agglomération","44","57-67"
"200070753","Communauté d'agglomération Riom Limagne et Volcans","Communauté d'agglomération","84","63"
"200070761","Communauté de communes Ambert Livradois Forez","Communauté de communes","84","63"
"200070779","Communauté de communes Brie des Rivières et Châteaux","Communauté de communes","11","77"
"200070787","Communauté de communes du Plateau de Lannemezan","Communauté de communes","76","65"
"200070795","Communauté de communes du Pays de Trie et du Magnoac","Communauté de communes","76","65"
"200070803","Communauté de communes des Coteaux du Val d'Arros","Communauté de communes","76","65"
"200070811","Communauté de communes Pyrénées Vallées des Gaves","Communauté de communes","76","65"
"200070829","Communauté de communes Neste Barousse","Communauté de communes","76","65"
"200070845","Communauté de communes Orne Lorraine Confluences","Communauté de communes","44","54"
"200070852","Communauté de communes Usses et Rhône","Communauté de communes","84","01-74"
"200070894","Communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges","Communauté de communes","27","21"
"200070902","Communauté de communes Auxonne Pontailler Val de Saône","Communauté de communes","27","21"
"200070910","Communauté de communes Tille et Venelle","Communauté de communes","27","21"
"200070928","Communauté de communes Terre de Picardie","Communauté de communes","32","80"
"200070936","Communauté de communes Ponthieu-Marquenterre","Communauté de communes","32","80"
"200070944","Communauté de communes du Vimeu","Communauté de communes","32","80"
"200070951","Communauté de communes du Territoire Nord Picardie","Communauté de communes","32","80"
"200070969","Communauté de communes Avre Luce Noye","Communauté de communes","32","80"
"200070977","Communauté de communes du Grand Roye","Communauté de communes","32","80"
"200070985","Communauté de communes de l'Est de la Somme","Communauté de communes","32","02-80"
"200070993","Communauté d'agglomération de la Baie de Somme","Communauté d'agglomération","32","80"
"200071017","Communauté de communes des Terres d'Auxois","Communauté de communes","27","21"
"200071025","Communauté de communes Haute-Provence-Pays de Banon","Communauté de communes","93","04"
"200071033","Communauté de communes Jabron-Lure-Vançon-Durance","Communauté de communes","84-93","04-26"
"200071041","Communauté de communes du Chaourçois et du Val d'Armance","Communauté de communes","44","10"
"200071058","Communauté de communes Les Avant-Monts","Communauté de communes","76","34"
"200071066","Communauté d'agglomération de Saint-Dié-des-Vosges","Communauté d'agglomération","44","54-88"
"200071074","Communauté de communes Les Portes de l'Ile de France","Communauté de communes","11","78"
"200071082","Communauté d'agglomération Montluçon Communauté","Communauté d'agglomération","84","03"
"200071116","Communauté d'agglomération ECLA  (Espace Communautaire Lons Agglomération)","Communauté d'agglomération","27","39"
"200071140","Communauté d'agglomération Moulins Communauté","Communauté d'agglomération","27-84","03-58"
"200071165","Communauté d'agglomération Les Sables d'Olonne Agglomération","Communauté d'agglomération","52","85"
"200071173","Communauté de communes du Pays Arnay Liernais","Communauté de communes","27","21"
"200071181","Communauté de communes Somme Sud-Ouest","Communauté de communes","32","80"
"200071199","Communauté de communes Plaine Limagne","Communauté de communes","84","63"
"200071207","Communauté de communes de Pouilly-en-Auxois/Bligny-sur-Ouche","Communauté de communes","27","21"
"200071215","Communauté de communes Chavanon Combrailles et Volcans","Communauté de communes","84","63"
"200071223","Communauté de communes Nièvre et Somme","Communauté de communes","32","80"
"200071298","Communauté de communes des Terres du Lauragais","Communauté de communes","76","31"
"200071314","Communauté de communes des Hauts-Tolosans","Communauté de communes","76","31"
"200071363","Communauté d'agglomération Vichy Communauté","Communauté d'agglomération","84","03"
"200071371","Communauté de communes Bresse et Saône","Communauté de communes","84","01"
"200071389","Communauté de communes Saint-Pourçain Sioule Limagne","Communauté de communes","84","03"
"200071405","Communauté de communes Ardèche Rhône Coiron","Communauté de communes","84","07"
"200071413","Communauté d'agglomération Privas Centre Ardèche","Communauté d'agglomération","84","07"
"200071454","Communauté d'agglomération Evreux Portes de Normandie","Communauté d'agglomération","28","27"
"200071470","Communauté de communes Entr'Allier Besbre et Loire","Communauté de communes","84","03"
"200071496","Communauté de communes du Bocage Bourbonnais","Communauté de communes","84","03"
"200071504","Communauté de communes des Collines du Perche Normand","Communauté de communes","28","61"
"200071512","Communauté de communes Commentry Montmarault Néris Communauté","Communauté de communes","84","03"
"200071520","Communauté de communes Domfront Tinchebray Interco","Communauté de communes","28","61"
"200071538","Communauté de communes Terres de Bresse","Communauté de communes","27","71"
"200071546","Communauté de communes Sud Retz Atlantique","Communauté de communes","52","44"
"200071553","Communauté de communes Loire Layon Aubance","Communauté de communes","52","49"
"200071579","Communauté de communes Bresse Louhannaise Intercom'","Communauté de communes","27","71"
"200071587","Communauté de communes Loches Sud Touraine","Communauté de communes","24","37"
"200071595","Communauté de communes Arbois, Poligny, Salins, Coeur du Jura","Communauté de communes","27","39"
"200071629","Communauté de communes Challans-Gois Communauté","Communauté de communes","52","85"
"200071645","Communauté de communes Saint Cyr Mère Boitier entre Charolais et Mâconnais","Communauté de communes","27","71"
"200071652","Communauté de communes du Pays Fertois et du Bocage Carrougien","Communauté de communes","28","61"
"200071678","Communauté d'agglomération Cholet Agglomération","Communauté d'agglomération","52","49"
"200071751","Communauté d'agglomération du Bassin de Bourg-en-Bresse","Communauté d'agglomération","84","01"
"200071769","Communauté de communes Picardie des Châteaux","Communauté de communes","32","02"
"200071777","Communauté de communes d'Arcis, Mailly, Ramerupt","Communauté de communes","44","10"
"200071785","Communauté d'agglomération Chauny-Tergnier-La Fère","Communauté d'agglomération","32","02"
"200071819","Communauté de communes du Périgord Nontronnais","Communauté de communes","75","24"
"200071827","Communauté d'agglomération du Grand Angoulême","Communauté d'agglomération","75","16"
"200071843","Communauté de communes du Vexin Normand","Communauté de communes","28","27"
"200071850","Communauté de communes du Pithiverais-Gâtinais","Communauté de communes","24","45"
"200071868","Communauté de communes des Vallées du Haut-Anjou","Communauté de communes","52","49"
"200071876","Communauté d'agglomération Saumur Val de Loire","Communauté d'agglomération","52","49"
"200071884","Communauté de communes Le Grand Charolais","Communauté de communes","27-84","03-71"
"200071892","Communauté d'agglomération du Saint-Quentinois","Communauté d'agglomération","32","02"
"200071900","Communauté de communes Vendée Grand Littoral","Communauté de communes","52","85"
"200071918","Communauté de communes du Pays de Saint-Fulgent - Les Essarts","Communauté de communes","52","85"
"200071926","Communauté de communes du Limouxin","Communauté de communes","76","11"
"200071934","Communauté de communes Pays de Fontenay-Vendée","Communauté de communes","52","85"
"200071942","Communauté de communes Haut Limousin en Marche","Communauté de communes","75","87"
"200071967","Communauté de communes Pays d'Évian Vallée d'Abondance","Communauté de communes","84","74"
"200071983","Communauté de communes Thiérache Sambre et Oise","Communauté de communes","32","02"
"200071991","Communauté de communes Retz-en-Valois","Communauté de communes","32","02"
"200072007","Communauté de communes de la Montagne d'Ardèche","Communauté de communes","84","07"
"200072015","Communauté d'agglomération Annonay Rhône Agglo","Communauté d'agglomération","84","07"
"200072023","Communauté de communes Coeur de Charente","Communauté de communes","75","16"
"200072031","Communauté d'agglomération de la Région de Château-Thierry","Communauté d'agglomération","32","02"
"200072049","Communauté de communes de Charente Limousine","Communauté de communes","75","16"
"200072056","Communauté de communes Porte du Jura","Communauté de communes","27","39"
"200072064","Communauté de communes Val-de-Cher-Controis","Communauté de communes","24","41"
"200072072","Communauté d'agglomération Territoires Vendômois","Communauté d'agglomération","24","41"
"200072080","Communauté de communes du Pays de Saint-Éloy","Communauté de communes","84","63"
"200072098","Communauté de communes Combrailles Sioule et Morge","Communauté de communes","84","63"
"200072106","Communauté de communes Adour Madiran","Communauté de communes","75-76","64-65"
"200072130","Communauté d'agglomération du Pays de Meaux","Communauté d'agglomération","11","77"
"200072304","Communauté de communes Vallée de l'Ubaye - Serre-Ponçon","Communauté de communes","93","04"
"200072312","Communauté d'agglomération Seine Normandie Agglomération","Communauté d'agglomération","28","27"
"200072320","Communauté de communes Val de Gers","Communauté de communes","76","32"
"200072346","Communauté d'agglomération du Pays de Fontainebleau","Communauté d'agglomération","11","77"
"200072452","Communauté d'agglomération Fougères Agglomération","Communauté d'agglomération","53","35"
"200072460","Communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane","Communauté d'agglomération","32","62"
"200072478","Communauté de communes Pays d'Opale","Communauté de communes","32","62"
"200072544","Communauté de communes des Deux Morin","Communauté de communes","11","77"
"200072635","Communauté de communes Pyrénées Haut Garonnaises","Communauté de communes","76","31"
"200072643","Communauté de communes Coeur et Coteaux du Comminges","Communauté de communes","76","31"
"200072650","Communauté de communes Touraine Vallée de l'Indre","Communauté de communes","24","37"
"200072668","Communauté de communes Touraine Val de Vienne","Communauté de communes","24","37"
"200072676","Communauté de communes Maine Saosnois","Communauté de communes","28-52","61-72"
"200072684","Communauté de communes Le Gesnois Bilurien","Communauté de communes","52","72"
"200072692","Communauté de communes des Vallées de la Braye et de l'Anille","Communauté de communes","52","72"
"200072700","Communauté de communes Haute Sarthe Alpes Mancelles","Communauté de communes","52","72"
"200072718","Communauté de communes de la Champagne Conlinoise et du Pays de Sillé","Communauté de communes","52","72"
"200072726","Communauté de communes Châteaubriant-Derval","Communauté de communes","52","44"
"200072734","Communauté de communes Estuaire et Sillon","Communauté de communes","52","44"
"200072825","Communauté de communes Mirebellois et Fontenois","Communauté de communes","27","21"
"200072874","Communauté de communes Val Briard","Communauté de communes","11","77"
"200072882","Communauté de communes de Vie et Boulogne","Communauté de communes","52","85"
"200072981","Communauté de communes Touraine Ouest Val de Loire","Communauté de communes","24","37"
"200072999","Communauté de communes du Grand Langres","Communauté de communes","44","52"
"200073013","Communauté de communes Carnelle Pays-de-France","Communauté de communes","11","95"
"200073096","Communauté d'agglomération Arche Agglo","Communauté d'agglomération","84","07-26"
"200073104","Communauté de communes de l'Île-Rousse - Balagne","Communauté de communes","94","2B"
"200073112","Communauté de communes Sud Sarthe","Communauté de communes","52","72"
"200073120","Communauté de communes Nebbiu - Conca d'Oro","Communauté de communes","94","2B"
"200073138","Communauté de communes Pasquale Paoli","Communauté de communes","94","2B"
"200073146","Communauté de communes Cagire Garonne Salat","Communauté de communes","76","31"
"200073161","Communauté de communes Touraine-Est Vallées","Communauté de communes","24","37"
"200073237","Communauté de communes de Gâtine-Racan","Communauté de communes","24","37"
"200073245","Communauté de communes du Bassin d'Aubenas","Communauté de communes","84","07"
"200073252","Communauté de communes de la Castagniccia-Casinca","Communauté de communes","94","2B"
"200073260","Communauté de communes Sud Vendée Littoral","Communauté de communes","52","85"
"200073344","Communauté d'agglomération Rambouillet Territoires","Communauté d'agglomération","11","78"
"200073393","Communauté de communes des Rives du Haut Allier","Communauté de communes","84","43"
"200073401","Communauté de communes Mézenc-Loire-Meygal","Communauté de communes","84","43"
"200073419","Communauté d'agglomération du Puy-en-Velay","Communauté d'agglomération","84","43"
"200073427","Communauté de communes Marches du Velay-Rochebaron","Communauté de communes","84","43"
"200077014","Communauté d'agglomération Vienne Condrieu","Communauté d'agglomération","84","38-69"
